FID,OBJECTID,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,POINT_X,POINT_Y
1126,939,6750.000000000000000,16TH STREET,ALBANY,EB,NS,18, ,CHICAGO,1,16th Street & Albany,-87.703052000000000,41.859054999999998
1127,940,1502.000000000000000,LINCOLN,PETERSON,NWB,NS,11, ,CHICAGO,1,Lincoln & Peterson,-87.706878639999999,41.990235749999997
1128,941,18175.000000000000000,HOMAN,CHICAGO,SB,FS,82, ,CHICAGO,1,Homan & Chicago,-87.711517259999994,41.895247220000002
1129,942,1446.000000000000000,LASALLE,DIVISION,NB,FS,156, ,CHICAGO,1,LaSalle & Division,-87.632784409999999,41.904020220000000
1130,943,15356.000000000000000,HALSTED,LAKE,NB,FS,8, ,CHICAGO,1,Halsted & Lake,-87.647411259999998,41.885818919999998
1131,944,11740.000000000000000,NARRAGANSETT,BLOOMINGDALE,NB,NS,86, ,CHICAGO,1,Narragansett & Bloomingdale,-87.785038999999998,41.912685000000003
1132,945,5966.000000000000000,HALSTED,BELMONT,NB,NS,8, ,CHICAGO,1,Halsted & Belmont,-87.649163750000000,41.939899619999998
1133,946,15845.000000000000000,MILWAUKEE,WOOD (north leg)/WOLCOTT,NWB,FS,56, ,CHICAGO,1,Milwaukee & Wolcott/Wood,-87.672805499999996,41.907480860000000
1134,947,1841.000000000000000,CLARK,DICKENS,SB,NS,"22,36",N22,CHICAGO,1,Clark & Dickens,-87.637336309999995,41.920217739999998
1135,948,9948.000000000000000,NORTHWEST HWY,AUSTIN,SEB,NS,68, ,CHICAGO,1,Northwest Hwy & Austin,-87.778271349999997,41.980596239999997
1136,949,14057.000000000000000,CLARK,ROGERS,SB,NS,22,N22,CHICAGO,1,Clark & Rogers,-87.675328329999999,42.016117029999997
1137,950,1365.000000000000000,LINCOLN,BRYN MAWR,SEB,NS,11, ,CHICAGO,1,Lincoln & Bryn Mawr,-87.695526290000004,41.983247630000001
1138,951,2393.000000000000000,STATE,29TH STREET,SB,NT,29, ,CHICAGO,1,State & 29th Street,-87.626914999999997,41.842095000000000
1139,952,5336.000000000000000,BROADWAY,VICTORIA,SB,NS,36, ,CHICAGO,1,Broadway & Victoria,-87.660240999999999,41.987012999999997
1140,953,6544.000000000000000,WENTWORTH,72ND STREET,SB,NS,24, ,CHICAGO,1,Wentworth & 72nd Street,-87.629778000000002,41.763775000000003
1141,954,6554.000000000000000,VINCENNES,82ND STREET,SB,NS,"8A,24", ,CHICAGO,1,Vincennes & 82nd Street,-87.635665000000003,41.745441999999997
1142,955,8627.000000000000000,UPS FACILITY,STOP 1,NEB,TERM,169, ,HODGKINS,1,Ups Facility Stop 1,-87.884297000000004,41.747604000000003
1143,956,1072.000000000000000,SHERIDAN,BRIAR,SB,FS,"134,143,151,156", ,CHICAGO,1,Sheridan & Briar,-87.639568720000000,41.938570230000003
1144,957,11131.000000000000000,KIMBALL,MONTROSE,SB,NS,82, ,CHICAGO,1,Kimball & Montrose,-87.713206999999997,41.961207999999999
1145,958,2423.000000000000000,STATE,57TH STREET,SB,NS,29, ,CHICAGO,1,State & 57th Street,-87.625682999999995,41.791223000000002
1146,959,8790.000000000000000,DAMEN,71ST STREET,SB,NS,"48,94", ,CHICAGO,1,Damen & 71st Street,-87.673637929999998,41.764906779999997
1147,960,14443.000000000000000,BROADWAY,ROSEMONT,SB,FS,36, ,CHICAGO,1,Broadway & Rosemont,-87.660559210000002,41.996202789999998
1148,961,9011.000000000000000,PULASKI,PALMER,SB,NS,53,N53,CHICAGO,1,Pulaski & Palmer,-87.726760940000005,41.920912919999999
1149,962,7232.000000000000000,SOUTH CHICAGO,76TH STREET,SEB,NS,30, ,CHICAGO,1,South Chicago & 76th Street,-87.593435400000004,41.757006459999999
1150,963,8878.000000000000000,DAMEN,ROOSEVELT,SB,NS,"50,755", ,CHICAGO,1,Damen & Roosevelt,-87.676406290000003,41.866987719999997
1151,964,5374.000000000000000,STATE,OAK (north leg),SB,NT,36, ,CHICAGO,1,State & Oak,-87.628399000000002,41.900874000000002
1152,965,9062.000000000000000,PULASKI,31ST STREET,SB,NS,53, ,CHICAGO,1,Pulaski & 31st Street,-87.724443870000002,41.836986940000003
1153,966,2250.000000000000000,KING DRIVE,81ST STREET,SB,FS,3, ,CHICAGO,1,King Drive & 81st Street,-87.614940689999997,41.747333490000003
1154,967,463.000000000000000,MADISON,LOOMIS (west leg),WB,NS,20,N20,CHICAGO,1,Madison & Loomis,-87.662040000000005,41.881587000000003
1155,968,6819.000000000000000,18TH STREET,DAMEN,WB,NS,18, ,CHICAGO,1,18th Street & Damen,-87.675868750000006,41.857719570000000
1156,969,16139.000000000000000,ROOSEVELT,STATE,WB,FS,"12,18", ,CHICAGO,1,Roosevelt & State,-87.627827650000000,41.867535629999999
1157,970,14525.000000000000000,CHICAGO,LONG,WB,FS,66, ,CHICAGO,1,Chicago & Long,-87.760741749999994,41.894931470000003
1158,971,15948.000000000000000,LAWRENCE,SACRAMENTO,WB,FS,81,N81,CHICAGO,1,Lawrence & Sacramento,-87.703868009999994,41.968548179999999
1159,972,10900.000000000000000,74TH STREET,LOOMIS,WB,FS,75, ,CHICAGO,1,74th Street & Loomis,-87.659205130000004,41.759574190000002
1160,973,6864.000000000000000,CERMAK,WOOD,WB,NS,21, ,CHICAGO,1,Cermak & Wood,-87.670656149999999,41.852298370000000
1161,974,2641.000000000000000,79TH STREET,RED LINE STATION,WB,MB,79,N79,CHICAGO,1,79th Red Line Station,-87.625200000000007,41.751109999999997
1162,975,17198.000000000000000,DEVON,LEAVITT,WB,FS,155, ,CHICAGO,1,Devon & Leavitt,-87.685158169999994,41.997881390000003
1163,976,17384.000000000000000,PERSHING,STATE,WB,FS,39, ,CHICAGO,1,Pershing & State,-87.626703379999995,41.823785710000003
1164,977,9141.000000000000000,PULASKI,LAWRENCE,NB,NS,53, ,CHICAGO,1,Pulaski & Lawrence,-87.727921080000002,41.968147989999999
1165,978,2157.000000000000000,KING DRIVE,45TH STREET,NB,FS,3, ,CHICAGO,1,King Drive & 45th Street,-87.616508699999997,41.813172379999997
1166,979,11242.000000000000000,HOMAN,FRANKLIN(s.service drive),NB,NS,82, ,CHICAGO,1,Homan & Franklin,-87.711119990000000,41.889619580000002
1167,980,5873.000000000000000,HALSTED,71ST STREET,NB,NS,8, ,CHICAGO,1,Halsted & 71st Street,-87.644323619999994,41.765105609999999
1168,981,9966.000000000000000,KEDZIE,111TH STREET,NB,NS,52A, ,CHICAGO,1,Kedzie & 111th Street,-87.700729140000007,41.691470219999999
1169,982,2520.000000000000000,COTTAGE GROVE,PERSHING,NB,FS,4,N4,CHICAGO,1,Cottage Grove & Pershing,-87.606979069999994,41.824284749999997
1170,983,1198.000000000000000,SHERIDAN,GRANVILLE,NB,FS,"136,147,151", ,CHICAGO,1,Sheridan & Granville,-87.655446999999995,41.994774999999997
1171,984,9992.000000000000000,KEDZIE,85TH STREET,NB,NS,52A, ,CHICAGO,1,Kedzie & 85th Street,-87.702012999999994,41.738762000000001
1172,985,14585.000000000000000,WESTERN,ELSTON/DIVERSEY,SB,FS,"49,X49",N49,CHICAGO,1,Western & Elston/Diversey,-87.688034630000004,41.931937240000003
1173,986,4611.000000000000000,CICERO,61ST STREET,SB,NT,"54B,63,63W,165",N63,CHICAGO,1,Cicero & 61st Street,-87.742587760000006,41.782234430000003
1174,987,5235.000000000000000,JEFFERY,93RD STREET,SB,FS,"J14,15", ,CHICAGO,1,Jeffery & 93rd Street,-87.575514699999999,41.725983610000000
1175,988,5132.000000000000000,WALLACE,26TH STREET,SB,FS,44, ,CHICAGO,1,Wallace & 26th Street,-87.641667100000006,41.845249670000001
1176,989,5863.000000000000000,HALSTED,78TH STREET,SB,NT,8, ,CHICAGO,1,Halsted & 78th Street,-87.644122280000005,41.752499080000000
1177,990,4048.000000000000000,ARMITAGE,SPAULDING,EB,NS,73, ,CHICAGO,1,Armitage & Spaulding,-87.710368000000003,41.917299999999997
1178,991,3443.000000000000000,63RD STREET,DREXEL (west leg),EB,MT,63,N63,CHICAGO,1,63rd Street & Drexel,-87.604292310000005,41.780376290000000
1179,992,12223.000000000000000,103RD STREET,150' east of CORLISS,EB,MB,106, ,CHICAGO,1,103rd Street & Corliss,-87.603481470000006,41.707435810000000
1180,993,17208.000000000000000,NARRAGANSETT,DIVERSEY,NB,FS,86, ,CHICAGO,1,Narragansett & Diversey,-87.785599199999993,41.931160130000002
1181,994,17214.000000000000000,PULASKI,FERDINAND,NB,FS,53,N53,CHICAGO,1,Pulaski & Ferdinand,-87.725833679999994,41.890045800000003
1182,995,17318.000000000000000,PULASKI,IRVING PARK,NB,FS,53, ,CHICAGO,1,Pulaski & Irving Park,-87.727544690000002,41.953919740000003
1183,996,14537.000000000000000,ASHLAND,BLACKHAWK,NB,FS,9,N9,CHICAGO,1,Ashland & Blackhawk,-87.667477500000004,41.907113580000001
1184,997,10307.000000000000000,CICERO,HIRSCH,NB,NT,54, ,CHICAGO,1,Cicero & Hirsch,-87.745931330000005,41.905894910000001
1185,998,75.000000000000000,MICHIGAN,VAN BUREN,NB,NS,"1,7,28,126", ,CHICAGO,1,Michigan & Van Buren,-87.624160000000003,41.876690000000004
1186,999,1898.000000000000000,CLARK,MAPLE,NB,NS,"22,70",N22,CHICAGO,1,Clark & Maple,-87.631310999999997,41.901744000000001
1187,1000,9064.000000000000000,PULASKI,31ST STREET,NB,FS,53, ,CHICAGO,1,Pulaski & 31st Street,-87.724266000000000,41.837054000000002
1188,1001,3149.000000000000000,KEDZIE,DOUGLAS (n.service drive),NB,FS,52, ,CHICAGO,1,Kedzie & Douglas,-87.705487529999999,41.863147140000002
1189,1002,1963.000000000000000,CLARK,LUNT,NB,NS,22,N22,CHICAGO,1,Clark & Lunt,-87.673856970000003,42.008925040000001
1190,1003,2466.000000000000000,COTTAGE GROVE,91ST STREET,NB,NS,4, ,CHICAGO,1,Cottage Grove & 91st Street,-87.604518519999999,41.729274940000003
1191,1004,11233.000000000000000,HOMAN,JACKSON,NB,NS,82, ,CHICAGO,1,Homan & Jackson,-87.710789259999999,41.877182230000003
1192,1005,2124.000000000000000,KING DRIVE,76TH STREET,NB,FS,3, ,CHICAGO,1,King Drive & 76th Street,-87.614928210000002,41.756674330000003
1193,1006,16034.000000000000000,NAGLE,NORTHWEST HWY,NB,FS,"86,91", ,CHICAGO,1,Nagle & Northwest Hwy,-87.787606130000000,41.986203390000000
1194,1007,2519.000000000000000,COTTAGE GROVE,OAKWOOD BLVD,NB,NS,4,N4,CHICAGO,1,Cottage Grove & Oakwood,-87.606784820000001,41.822575380000004
1195,1008,1581.000000000000000,MICHIGAN,11TH STREET,NB,NT,"1,3,4",N4,CHICAGO,1,Michigan & 11th Street,-87.623964500000000,41.869144710000000
1196,1009,1153.000000000000000,SHERIDAN,BRIAR,NB,NS,"77,134,143,151,156", ,CHICAGO,1,Sheridan & Briar,-87.639426880000002,41.938694239999997
1197,1010,2481.000000000000000,COTTAGE GROVE,76TH STREET,NB,NS,4, ,CHICAGO,1,Cottage Grove & 76th Street,-87.605206229999993,41.756680780000003
1198,1011,15194.000000000000000,STATE,87TH STREET,NB,FS,29, ,CHICAGO,1,State & 87th Street,-87.624071929999999,41.736573710000002
1199,1012,14844.000000000000000,CENTRAL,MADISON,NB,FS,85, ,CHICAGO,1,Central & Madison,-87.764762320000003,41.880470140000000
1200,1013,14792.000000000000000,CLARK,BRYN MAWR,NB,FS,22,N22,CHICAGO,1,Clark & Bryn Mawr,-87.668710239999996,41.983694180000001
1201,1014,12208.000000000000000,103RD STREET,LAWNDALE,WB,NT,103, ,CHICAGO,1,103rd Street & Lawndale,-87.713494589999996,41.706116489999999
1202,1015,10633.000000000000000,55TH STREET,4600 WEST RR CROSSING,WB,NS,55, ,CHICAGO,1,4600 W 55th Street,-87.737838100000005,41.793154110000003
1203,1016,8118.000000000000000,47TH STREET,KILPATRICK,WB,NS,47, ,CHICAGO,1,47th Street & Kilpatrick,-87.740621809999993,41.807743940000002
1204,1017,2629.000000000000000,79TH STREET,DREXEL,WB,NS,79,N79,CHICAGO,1,79th Street & Drexel,-87.602637009999995,41.751363970000000
1205,1018,12110.000000000000000,95TH STREET,930 EAST,WB,MB,100, ,CHICAGO,1,930 E 95th Street,-87.600853749999999,41.722156869999999
1206,1019,12624.000000000000000,ADDISON,OLCOTT,WB,NS,152, ,CHICAGO,1,Addison & Olcott,-87.814192100000000,41.945218879999999
1207,1020,13091.000000000000000,59TH STREET,KEELER,WB,NS,59, ,CHICAGO,1,59th Street & Keeler,-87.727745569999996,41.785953229999997
1208,1021,12011.000000000000000,93RD STREET,OGLESBY,WB,MT,"N5,95",N5,CHICAGO,1,93rd Street & Oglesby,-87.566909809999999,41.726263539999998
1209,1022,5141.000000000000000,WALLACE,36TH STREET,SB,NS,44, ,CHICAGO,1,Wallace & 36th Street,-87.641338439999998,41.829075179999997
1210,1023,8155.000000000000000,47TH STREET,WESTERN AVENUE,EB,NS,"47,94", ,CHICAGO,1,47th Street & Western Avenue,-87.684562540000002,41.808373899999999
1211,1024,721.000000000000000,GRAND,WESTERN,EB,NS,65, ,CHICAGO,1,Grand & Western,-87.686844269999995,41.890568569999999
1212,1025,275.000000000000000,ROOSEVELT,INDEPENDENCE,EB,NS,12, ,CHICAGO,1,Roosevelt & Independence,-87.720262460000001,41.866148469999999
1213,1026,3496.000000000000000,95TH STREET,ASHLAND,EB,NS,95, ,CHICAGO,1,95th Street & Ashland,-87.662944499999995,41.721106730000002
1214,1027,4927.000000000000000,IRVING PARK,MARINE DRIVE,EB,NS,"80,135,148", ,CHICAGO,1,Irving Park & Marine Drive,-87.645479309999999,41.954576560000000
1215,1028,12063.000000000000000,LUNT,ASHLAND,WB,NS,96, ,CHICAGO,1,Lunt & Ashland,-87.669940080000003,42.009107469999996
1216,1029,12552.000000000000000,ADDISON,HALSTED,WB,NS,152, ,CHICAGO,1,Addison & Halsted,-87.649317449999998,41.947370810000002
1217,1030,10062.000000000000000,115TH STREET,CENTRAL PARK,WB,NS,52A, ,CHICAGO,1,115th Street & Central Park,-87.710082979999996,41.684159829999999
1218,1031,12562.000000000000000,ADDISON,LINCOLN,WB,NS,152, ,CHICAGO,1,Addison & Lincoln,-87.673496680000000,41.947004749999998
1219,1032,465.000000000000000,MADISON,ASHLAND,WB,NS,20,N20,CHICAGO,1,Madison & Ashland,-87.666567000000001,41.881523000000001
1220,1033,11081.000000000000000,DIVERSEY,KOSTNER,WB,NS,76, ,CHICAGO,1,Diversey & Kostner,-87.736696159999994,41.931770069999999
1221,1034,11093.000000000000000,DIVERSEY,CENTRAL,WB,NS,76,N77,CHICAGO,1,Diversey & Central,-87.766103630000003,41.931348450000002
1222,1035,2083.000000000000000,DIVISION,PULASKI,WB,NS,70, ,CHICAGO,1,Division & Pulaski,-87.726098190000002,41.902744810000002
1223,1036,15811.000000000000000,TAYLOR,RACINE,WB,FS,157, ,CHICAGO,1,Taylor & Racine,-87.657007440000001,41.869477879999998
1224,1037,16121.000000000000000,75TH STREET,VINCENNES,WB,FS,75, ,CHICAGO,1,75th Street & Vincennes,-87.631663919999994,41.758191549999999
1225,1038,14815.000000000000000,63RD STREET,KEDZIE,WB,FS,63,N63,CHICAGO,1,63rd Street & Kedzie,-87.703468720000004,41.779045410000002
1226,1039,4803.000000000000000,FOSTER,RAVENSWOOD,WB,NS,"50,92", ,CHICAGO,1,Foster & Ravenswood,-87.674272279999997,41.976162670000001
1227,1040,14830.000000000000000,ARMITAGE,KIMBALL,WB,FS,73, ,CHICAGO,1,Armitage & Kimball,-87.712181779999995,41.917395100000000
1228,1041,10615.000000000000000,55TH STREET,CALIFORNIA,WB,FS,55,N55,CHICAGO,1,55th Street & California,-87.693894000000000,41.793745000000001
1229,1042,466.000000000000000,MADISON,PAULINA,WB,NS,20,N20,CHICAGO,1,Madison & Paulina,-87.669112999999996,41.881489999999999
1230,1043,16174.000000000000000,ADDISON,PULASKI,EB,FS,152, ,CHICAGO,1,Addison & Pulaski,-87.727074380000005,41.946309679999999
1231,1044,10783.000000000000000,71ST STREET,INDIANA,EB,NS,71, ,CHICAGO,1,71st Street & Indiana,-87.620293000000004,41.765552999999997
1232,1045,1111.000000000000000,CONGRESS,WABASH,WB,NS,147, ,CHICAGO,1,Congress & Wabash,-87.625788000000000,41.875768000000001
1233,1046,5552.000000000000000,MILWAUKEE,TALMAN/ATTRILL,NWB,NS,56, ,CHICAGO,1,Milwaukee & Talman,-87.693569620000005,41.920722370000000
1234,1047,6531.000000000000000,WELLS,58TH STREET,SB,NS,"24,59", ,CHICAGO,1,Wells & 58th Street,-87.631780000000006,41.789008000000003
1235,1048,3621.000000000000000,DODGE,BRUMMEL,SB,NS,"93,97", ,EVANSTON,2,Dodge & Brummel,-87.699575760000002,42.021317789999998
1236,1049,6015.000000000000000,ASHLAND,ELSTON,SB,NS,9, ,CHICAGO,1,Ashland & Elston,-87.668386810000001,41.919052000000001
1237,1050,2451.000000000000000,LAFAYETTE,84TH STREET,SB,NS,29, ,CHICAGO,1,Lafayette & 84th Street,-87.625652000000002,41.741917999999998
1238,1051,7178.000000000000000,LAKE PARK,54TH STREET,SB,NS,"15,28", ,CHICAGO,1,Lake Park & 54th Street,-87.587364919999999,41.798183129999998
1239,1052,2217.000000000000000,KING DRIVE,50TH STREET,SB,FS,3, ,CHICAGO,1,King Drive & 50th Street,-87.616556900000006,41.803716260000002
1240,1053,15052.000000000000000,STATE,betw HARRISON & CONGRESS,NB,MB,"2,10,29,130,146,148", ,CHICAGO,1,State & Harrison/Congress,-87.627452820000002,41.874882860000000
1241,1054,15048.000000000000000,KEDZIE,ARTHUR,NB,NS,11, ,CHICAGO,1,Kedzie & Arthur,-87.709262769999995,41.999132770000003
1242,1055,3775.000000000000000,MARINE DRIVE,LELAND,NB,MT,"81,136,146",N81,CHICAGO,1,Marine Drive & Leland,-87.649052100000006,41.967347130000000
1243,1056,12040.000000000000000,TOUHY,SACRAMENTO,EB,NS,96, ,CHICAGO,1,Touhy & Sacramento,-87.704518570000005,42.011785439999997
1244,1057,178.000000000000000,HARRISON,HOMAN,EB,NS,7, ,CHICAGO,1,Harrison & Homan,-87.710880000000003,41.873565999999997
1245,1058,12513.000000000000000,ADDISON,HAMLIN,EB,NS,152, ,CHICAGO,1,Addison & Hamlin,-87.722635990000001,41.946354300000003
1246,1059,12533.000000000000000,ADDISON,BROWN LINE STATION,EB,MB,152, ,CHICAGO,1,Addison Brown Line Station,-87.674647750000005,41.946841599999999
1247,1060,1029.000000000000000,SHERIDAN 6400N,BROADWAY/DEVON,EB,FS,"136,147,151",0,CHICAGO,1,Sheridan & Broadway/Devon,-87.660225499999996,41.998130480000000
1248,1061,3103.000000000000000,KEDZIE,60TH STREET,NB,NS,"52,52A", ,CHICAGO,1,Kedzie & 60th Street,-87.703212840000006,41.784363499999998
1249,1062,11914.000000000000000,CALIFORNIA,MORSE,NB,NS,93, ,CHICAGO,1,California & Morse,-87.699723000000006,42.006560999999998
1250,1063,10439.000000000000000,SKOKIE BLVD,SEARLE,NB,NT,54A, ,SKOKIE,1,Skokie Blvd & Searle,-87.747345920000001,42.029315869999998
1251,1064,3563.000000000000000,BRONX,DEMPSTER,NB,FS,"54A,97", ,SKOKIE,1,Bronx & Dempster,-87.750487910000004,42.040924390000001
1252,1065,2517.000000000000000,COTTAGE GROVE,41ST STREET (north leg),NB,NS,4,N4,CHICAGO,1,Cottage Grove & 41st Street,-87.606745000000004,41.820363000000000
1253,1066,10044.000000000000000,KEDZIE,101ST STREET (north leg),SB,NS,52A, ,EVERGREEN PARK,1,Kedzie & 101st Street,-87.701528780000004,41.709829870000000
1254,1067,6608.000000000000000,ORLEANS,HILL,SB,NS,37, ,CHICAGO,1,Orleans & Hill,-87.637463999999994,41.902172000000000
1255,1068,10036.000000000000000,KEDZIE,93RD STREET,SB,NS,52A, ,EVERGREEN PARK,1,Kedzie & 93rd Street,-87.702027880000003,41.724501230000001
1256,1069,7320.000000000000000,BALTIMORE,132ND STREET,SB,NS,30, ,CHICAGO,1,Baltimore & 132nd Street,-87.547205790000007,41.655592290000001
1257,1070,11526.000000000000000,CENTRAL,CULLOM,SB,NS,85, ,CHICAGO,1,Central & Cullom,-87.767249000000007,41.958730000000003
1258,1071,11190.000000000000000,CENTRAL PARK,15TH STREET,SB,NS,82, ,CHICAGO,1,Central Park & 15th Street,-87.715322999999998,41.860880000000002
1259,1072,73.000000000000000,MICHIGAN,betw. VAN BUREN & CONGRES,SB,MB,"1,3,4,7,J14,26,28,126,132,143,147",N4,CHICAGO,1,Michigan & Van Buren/Congress,-87.624396000000004,41.876271000000003
1260,1073,11153.000000000000000,KIMBALL,CORTLAND,SB,NS,82, ,CHICAGO,1,Kimball & Cortland,-87.711918999999995,41.915596999999998
1261,1074,1786.000000000000000,CLARK,MORSE,SB,NS,22,N22,CHICAGO,1,Clark & Morse,-87.673791600000001,42.007866589999999
1262,1263,15160.000000000000000,95TH STREET,WENTWORTH,WB,FS,"N9,95,108,112",N9,CHICAGO,1,95th Street & Wentworth,-87.629179129999997,41.721755450000003
1263,1264,16078.000000000000000,JACKSON,LEAVITT,WB,FS,126, ,CHICAGO,1,Jackson & Leavitt,-87.681680000000000,41.877672550000000
1264,1265,8863.000000000000000,DAMEN,CARROLL,SB,NS,50, ,CHICAGO,1,Damen & Carroll,-87.676872000000003,41.887756000000003
1265,1266,15452.000000000000000,ROGERS,HERMITAGE,NEB,NT,"22,97,201,205,206", ,CHICAGO,1,Rogers & Hermitage,-87.673809840000004,42.016653589999997
1266,1267,1715.000000000000000,WESTERN,in front of BERWYN TERM.,SB,MB,49B, ,CHICAGO,1,Western & Berwyn,-87.689356340000003,41.978408420000001
1267,1268,14144.000000000000000,HARLEM,BLUE LINE STATION,NB,TERM,88, ,CHICAGO,1,Harlem Blue Line Station,-87.808446419999996,41.981901620000002
1268,1269,1449.000000000000000,LASALLE,BURTON,NB,MT,156, ,CHICAGO,1,LaSalle & Burton,-87.632962829999997,41.909003700000000
1269,1270,7592.000000000000000,MICHIGAN,125TH PLACE,NB,NS,34,N34,CHICAGO,1,Michigan & 125th Place,-87.620007939999994,41.666245719999999
1270,1271,5959.000000000000000,HALSTED,ALTGELD,NB,MT,8, ,CHICAGO,1,Halsted & Altgeld,-87.648760999999993,41.927263000000004
1271,1272,11768.000000000000000,HARLEM,WILSON,SB,NS,90, ,HARWOOD HEIGHTS,1,Harlem & Wilson,-87.807372119999997,41.963811130000003
1272,1273,14971.000000000000000,LAKE SHR.DR.W.,BARRY,SB,NS,77, ,CHICAGO,1,Lake Shore Drive & Barry,-87.637405020000003,41.937846929999999
1273,1274,1827.000000000000000,CLARK,ALDINE/SCHOOL,SB,NS,22,N22,CHICAGO,1,Clark & School/Aldine,-87.652257059999997,41.941848389999997
1274,1275,5558.000000000000000,MILWAUKEE,LOGAN BOULEVARD(south leg),NWB,NS,56, ,CHICAGO,1,Milwaukee & Logan Boulevard,-87.705567970000004,41.928020600000004
1275,1276,1751.000000000000000,ASHLAND,FARWELL,NB,FS,155, ,CHICAGO,1,Ashland & Farwell,-87.669783280000004,42.006641270000003
1276,1277,2485.000000000000000,COTTAGE GROVE,ANTHONY,NB,NS,4, ,CHICAGO,1,Cottage Grove & Anthony,-87.605401220000005,41.763376780000002
1277,1278,9076.000000000000000,PULASKI,18TH STREET,NB,NS,53, ,CHICAGO,1,Pulaski & 18th Street,-87.724821000000006,41.856951000000002
1278,1279,7096.000000000000000,TORRENCE,108TH STREET,SB,NS,71, ,CHICAGO,1,Torrence & 108th Street,-87.559597479999994,41.699197959999999
1279,1280,9024.000000000000000,PULASKI,IOWA,SB,NS,53,N53,CHICAGO,1,Pulaski & Iowa,-87.726244359999995,41.897319670000002
1280,1281,4766.000000000000000,FOSTER,3700 WEST (LAWNDALE),EB,MB,92, ,CHICAGO,1,3700 W Foster,-87.721242000000004,41.975517000000004
1281,1282,6438.000000000000000,VINCENNES,79TH STREET,NB,NS,24, ,CHICAGO,1,Vincennes & 79th Street,-87.634135000000001,41.750622999999997
1282,1283,7477.000000000000000,31ST STREET,WALLACE,EB,NS,31, ,CHICAGO,1,31st Street & Wallace,-87.641553680000001,41.838049710000000
1283,1284,15482.000000000000000,BALBO,STATE,WB,NS,"2,10", ,CHICAGO,1,Balbo & State,-87.627365670000003,41.873150639999999
1284,1285,10189.000000000000000,67TH STREET,UNIVERSITY,EB,MT,"N5,67",N5,CHICAGO,1,67th Street & University,-87.598489490000006,41.773148419999998
1285,1286,11891.000000000000000,LAWRENCE,CHRISTIANA,EB,NT,93, ,CHICAGO,1,Lawrence & Christiana,-87.712296249999994,41.968353120000003
1286,1287,3497.000000000000000,95TH STREET,WINSTON,EB,NS,"N9,95",N9,CHICAGO,1,95th Street & Winston,-87.660822999999993,41.721142000000000
1287,1288,11205.000000000000000,32ND STREET,LAWNDALE,EB,FS,82, ,CHICAGO,1,32nd Street & Lawndale,-87.716819439999995,41.835127440000001
1288,1289,3311.000000000000000,63RD STREET,LONG,EB,NS,63W, ,CHICAGO,1,63rd Street & Long,-87.756967540000005,41.778081280000002
1289,1290,7458.000000000000000,35TH STREET,WASHTENAW,EB,NS,35, ,CHICAGO,1,35th Street & Washtenaw,-87.692487999999997,41.830075999999998
1290,1291,10970.000000000000000,DIVERSEY,NORMANDY,EB,NS,76, ,CHICAGO,1,Diversey & Normandy,-87.793132999999997,41.930849000000002
1291,1292,10910.000000000000000,74TH STREET,WOOD,EB,NT,75, ,CHICAGO,1,74th Street & Wood,-87.668538999999996,41.759309999999999
1292,1293,2962.000000000000000,COTTAGE GROVE,11000 SOUTH,NB,MB,"4,115", ,CHICAGO,1,11000 S Cottage Grove,-87.609317000000004,41.694642000000002
1293,1294,10550.000000000000000,MORGAN DRIVE,RUSSELL DRIVE,EB,NS,55,N55,CHICAGO,1,Morgan Drive & Russell Drive,-87.613273289999995,41.793626009999997
1294,1295,6938.000000000000000,CERMAK,LAFLIN,EB,NS,"21,60", ,CHICAGO,1,Cermak & Laflin,-87.663787150000005,41.852306499999997
1295,1296,14250.000000000000000,GOLF ROAD,GROSS POINT,EB,NS,205, ,SKOKIE,2,Golf Road & Gross Point,-87.740230350000004,42.055182700000003
1296,1297,9959.000000000000000,115TH STREET,ST. LOUIS,EB,NS,52A, ,CHICAGO,1,115th Street & St. Louis,-87.707976860000002,41.684088650000000
1297,1298,12442.000000000000000,119TH STREET,MARSHFIELD,EB,NS,119, ,CALUMET PARK,1,119th Street & Marshfield,-87.662665989999994,41.677416809999997
1298,1299,1635.000000000000000,51ST STREET,EVANS,EB,NT,15, ,CHICAGO,1,51st Street & Evans,-87.607907999999995,41.802157999999999
1299,1300,12404.000000000000000,111TH STREET,HOYNE,EB,NS,112, ,CHICAGO,1,111th Street & Hoyne,-87.674243000000004,41.691830000000003
1300,1301,11944.000000000000000,93RD STREET,YATES,EB,NS,"N5,95",N5,CHICAGO,1,93rd Street & Yates,-87.565781999999999,41.726190000000003
1301,1302,6948.000000000000000,CERMAK,UNION,EB,NS,21, ,CHICAGO,1,Cermak & Union,-87.644850140000003,41.852597029999998
1302,1303,151.000000000000000,JACKSON,MENARD,WB,FS,126, ,CHICAGO,1,Jackson & Menard,-87.769744529999997,41.877109900000001
1303,1304,834.000000000000000,GRAND,MEADE,WB,NS,65, ,CHICAGO,1,Grand & Meade,-87.777972340000005,41.921056710000002
1304,1305,12278.000000000000000,103RD STREET,1100 EAST RR CROSSING,WB,MB,106, ,CHICAGO,1,1100 E 103rd Street,-87.595933360000004,41.707676820000003
