9420.000000000000000,EB,87,87th Street & Drexel,-87.602498530000005,41.736610300000002
9421.000000000000000,EB,87,87th Street & Dauphin/Ingleside,-87.601321999999996,41.736645000000003
3369.000000000000000,EB,165,65th Street & Long,-87.756650199999996,41.774417970000002
3743.000000000000000,EB,81,Lawrence & Lawndale,-87.720802340000006,41.968217660000001
13014.000000000000000,EB,59,61st Street & Ellis,-87.601264560000004,41.784046680000003
332.000000000000000,WB,12,900 W Roosevelt,-87.649431440000001,41.867219210000002
11374.000000000000000,WB,78,Montrose & Winchester,-87.677373729999999,41.961531080000000
7115.000000000000000,NB,28,Stony Island & Anthony,-87.585401570000002,41.748683520000000
6995.000000000000000,NB,71,Commercial & 102nd Street,-87.552184600000004,41.709961100000001
10818.000000000000000,NB,71,Yates & Exchange,-87.566420390000005,41.765663029999999
9628.000000000000000,NB,91,Austin & Fulton/Pleasant,-87.774752890000002,41.885678020000000
4163.000000000000000,WB,31,Ashland Orange Line Station,-87.665255400000007,41.839103219999998
10823.000000000000000,WB,71,71st Street & Merrill,-87.572451999999998,41.766323000000000
14896.000000000000000,WB,76,Diversey & Mildred,-87.651314499999998,41.932745900000000
7519.000000000000000,WB,31,31st Street & Halsted,-87.646124060000005,41.838102090000000
6485.000000000000000,NB,24,Wentworth & 26th Street,-87.631744999999995,41.845314999999999
10607.000000000000000,WB,55,Garfield & Damen,-87.674578339999997,41.793969240000003
1262.000000000000000,WB,74,Fullerton & Kostner,-87.736478190000000,41.924456620000001
601.000000000000000,WB,66,Chicago & State (Red Line),-87.628022439999995,41.896741040000002
15769.000000000000000,WB,115,115th Street & Halsted,-87.642562280000007,41.685153479999997
508.000000000000000,WB,20,Madison & Menard,-87.769660860000002,41.880265559999998
15557.000000000000000,WB,65,Grand & Hamlin,-87.721821100000000,41.904396609999999
9335.000000000000000,WB,77,Belmont & Menard,-87.771268190000001,41.938575479999997
11379.000000000000000,WB,78,Montrose & Western,-87.688501470000006,41.961386179999998
12065.000000000000000,WB,96,Lunt & Clark,-87.674183549999995,42.009035310000002
15108.000000000000000,WB,125,Ontario & State,-87.628377799999996,41.893342869999998
10629.000000000000000,WB,55,55th Street & Keeler,-87.727949150000001,41.793240740000002
12267.000000000000000,WB,"26,100",106th Street & Avenue O,-87.539990990000007,41.702815469999997
12272.000000000000000,WB,"26,100",106th Street & Muskegon,-87.554664000000002,41.702844880000001
14862.000000000000000,WB,39,Pershing & Halsted,-87.646344490000004,41.823539889999999
5086.000000000000000,NB,"8,44",Halsted & 47th Street,-87.645432999999997,41.809108999999999
9145.000000000000000,NB,53,Pulaski & Foster,-87.728109810000007,41.975383379999997
6446.000000000000000,NB,24,Wentworth & 71st Street,-87.629689999999997,41.765295000000002
9087.000000000000000,NB,53,Pulaski & Harrison (Blue Line),-87.725312900000006,41.873373039999997
6767.000000000000000,EB,18,18th Street & Racine,-87.656531000000001,41.857894000000002
11939.000000000000000,EB,"N5,95",93rd Street & Jeffery,-87.575591340000003,41.726056149999998
4925.000000000000000,EB,"80,135,148",Irving Park & Clarendon,-87.649409809999995,41.954510910000003
12453.000000000000000,EB,119,119th Street & Halsted,-87.642142260000000,41.677742850000001
7736.000000000000000,EB,39,Pershing & Vincennes,-87.612787690000005,41.823804019999997
5702.000000000000000,WB,80,Irving Park & Kimball,-87.712792030000003,41.953968279999998
11897.000000000000000,NB,93,California & Foster,-87.698841830000006,41.976025759999999
11409.000000000000000,WB,78,Montrose & Long,-87.762151220000007,41.960635760000002
11069.000000000000000,WB,76,Diversey & Kedzie,-87.707304980000004,41.932118180000003
9476.000000000000000,WB,87,87th Street & Dobson,-87.598956999999999,41.736781999999998
17166.000000000000000,WB,20,Madison & Kostner,-87.735738530000006,41.880720529999998
17200.000000000000000,WB,155,Devon & Sacramento,-87.704697390000007,41.997534510000001
14958.000000000000000,WB,20,Madison & Laramie,-87.755334099999999,41.880467549999999
10096.000000000000000,WB,67,69th Street & Halsted,-87.644377370000001,41.768907169999999
4756.000000000000000,EB,92,Foster & Cicero,-87.748219620000000,41.975262499999999
